time,max,min
2018-11-21,15.850000000000001,14.600000000000001
2018-11-22,17.049999,13.55
2018-11-23,14.4,12.2
2018-11-24,,
2018-11-25,,
2018-11-26,,
2018-11-27,,
2018-11-28,,
2018-11-29,,
2018-11-30,18.700001,17.3
2018-12-01,18.1,15.95
2018-12-02,18.0500005,16.8499995
2018-12-03,17.25,15.7
2018-12-04,15.7,13.2
2018-12-05,13.55,12.65
2018-12-06,12.75,10.65
2018-12-07,11.2,9.55
2018-12-08,9.600000000000001,7.65
2018-12-09,7.75,7.0
2018-12-10,7.45,6.6
2018-12-11,8.3,6.6
